b_type,b_id,pga,gm,status,max_idr,T1,max_acc_x,max_acc_z,max_bs_x,max_bs_z,total_weight,n_floors,floor_h,max_resid_x,max_resid_z,has_abs_accel,has_energy,has_residual,energy_ke_final,energy_win_final
C1M,2Q6L85NUTV,0.1,0001_CHICHI_TCU049_E,Success,0.0014347732754737845,0.35730471019617205,471.2649040389746,394.4993675579941,8788.091796875,8242.4814453125,42444.39171546942,4,332.0631453694731,0.0017149594448016895,0.007531114374393752,True,True,True,0.4402599632740021,-26907.208984375
C1M,2Q6L85NUTV,0.1,0002_CHICHI_TCU051_E,Success,0.001717138306472243,0.35730471019617205,478.7534505157936,427.4355856080468,9259.078125,8721.5185546875,42444.39171546942,4,332.0631453694731,0.021304469846888018,0.003345855706556981,True,True,True,1.0949029922485352,-40504.1015625
C1M,2Q6L85NUTV,0.1,0003_0331Hualian_TCU095_E,Success,0.0016421478674068237,0.35730471019617205,404.56867560048534,318.5972868791221,8565.455078125,6681.44091796875,42444.39171546942,4,332.0631453694731,0.007235256641009841,0.007388186340982724,True,True,True,0.3551537096500397,-10139.2578125
C1M,2Q6L85NUTV,0.1,0004_0206Meinong_CHY096_E,Success,0.0017485078637956646,0.35746135249422445,508.56379397536114,383.8280440499676,10611.251953125,8085.759765625,42444.39171546942,4,332.0631453694731,0.0012451050779449927,0.002177513214039873,True,True,True,0.00022445253853220493,-12691.41015625
C1M,2Q6L85NUTV,0.1,0005_0206Meinong_CHY056_E,Success,0.002224546253591601,0.35732825147845765,367.81456006535956,636.6551304137208,7017.5654296875,13743.998046875,42444.39171546942,4,332.0631453694731,0.0049824034879380995,0.0020773965174722265,True,True,True,0.00806424766778946,-16169.171875
C1M,2Q6L85NUTV,0.1,0006_0206Meinong_CHY053_E,Success,0.0024141920958679333,0.357648454292715,654.3690178341457,438.6961668736267,12940.162109375,8042.12353515625,42444.39171546942,4,332.0631453694731,0.0007899767816578666,0.002281149349332171,True,True,True,6.618104089284316e-05,-24758.41796875
C1M,2Q6L85NUTV,0.1,0007_0206Meinong_CHY067_E,Success,0.0010304466267225232,0.35752775390423763,326.338991764559,274.1359961257046,6254.58740234375,5548.2529296875,42444.39171546942,4,332.0631453694731,0.0006843294498084831,0.003987647885090418,True,True,True,0.006022995803505182,-8425.4580078125
C1M,2Q6L85NUTV,0.1,0008_CHICHI_CHY046-E,Success,0.0020544995551821715,0.35752775390423763,477.4545186587017,570.6759244995897,8830.5947265625,12201.228515625,42444.39171546942,4,332.0631453694731,0.0002639185305430325,0.0035286552509677677,True,True,True,0.03974982351064682,-26300.005859375
C1M,2Q6L85NUTV,0.1,0009_CHICHI_TCU029-E,Success,0.0012046965872775967,0.357648454292715,325.6273463477467,323.3875952063896,7868.1201171875,4789.10009765625,42444.39171546942,4,332.0631453694731,0.003999739490390835,0.0023343532318417116,True,True,True,0.1271178126335144,-6031.166015625
C1M,2Q6L85NUTV,0.2,0001_CHICHI_TCU049_E,Success,0.002776892888489115,0.35740025117047614,833.3314252023176,754.2921541032883,13623.13671875,14651.2333984375,42444.39171546942,4,332.0631453694731,0.010414722751676198,0.0033795252616053806,True,True,True,1.9502249956130981,-80698.1015625
C1M,2Q6L85NUTV,0.2,0002_CHICHI_TCU051_E,Success,0.005286091578197433,0.35740025117047614,930.6494791229965,1162.8693425711842,20725.19140625,23041.955078125,42444.39171546942,4,332.0631453694731,0.02325057020794593,0.003044836682015493,True,True,True,18.458942413330078,-186708.78125
C1M,2Q6L85NUTV,0.2,0003_0331Hualian_TCU095_E,Success,0.0032943231982150004,0.35740025117047614,751.7519998220205,558.5207566289545,15701.9140625,13218.30078125,42444.39171546942,4,332.0631453694731,0.013363319298219824,0.014301149539148591,True,True,True,0.3431641757488251,-35674.3203125
C1M,2Q6L85NUTV,0.2,0004_0206Meinong_CHY096_E,Success,0.0033973053334878144,0.357583779765637,872.9525482199895,811.8350601374221,15308.4052734375,15992.2822265625,42444.39171546942,4,332.0631453694731,0.0017197608533412259,0.0031249618839240857,True,True,True,0.0031157650519162416,-67847.703125
C1M,2Q6L85NUTV,0.2,0005_0206Meinong_CHY056_E,Success,0.004504948047003107,0.3574747532126753,462.150934197156,1142.2376219452872,14604.1318359375,22587.5,42444.39171546942,4,332.0631453694731,0.010625384582932476,0.010256265175829076,True,True,True,0.2925244867801666,-81447.9609375
C1M,2Q6L85NUTV,0.2,0006_0206Meinong_CHY053_E,Success,0.005419781649728992,0.3575684642277984,1062.9097786985653,774.8435980909306,19668.466796875,17698.7890625,42444.39171546942,4,332.0631453694731,0.008982698676594103,0.0005906204627403759,True,True,True,0.0004256007669027895,-112026.1796875
C1M,2Q6L85NUTV,0.2,0007_0206Meinong_CHY067_E,Success,0.0020761567078869335,0.357648454292715,501.0770699493043,544.6449452926498,9701.6591796875,10960.994140625,42444.39171546942,4,332.0631453694731,0.003671563427490703,0.006744724129633787,True,True,True,0.023893512785434723,-32534.71484375
C1M,2Q6L85NUTV,0.2,0008_CHICHI_CHY046-E,Success,0.0041411927693251775,0.357648454292715,753.4198760098285,1165.5731093839875,14066.890625,22283.302734375,42444.39171546942,4,332.0631453694731,0.00046952455597107227,0.028089982783376814,True,True,True,0.0048566595651209354,-148700.9375
C1M,2Q6L85NUTV,0.2,0009_CHICHI_TCU029-E,Success,0.0028792554117539775,0.3575684642277984,748.2021498390584,698.1984160196665,16619.150390625,12143.6171875,42444.39171546942,4,332.0631453694731,0.0012905874633962874,0.00920517383873459,True,True,True,0.4774456322193146,-59699.078125
C1M,2Q6L85NUTV,0.3,0001_CHICHI_TCU049_E,Success,0.004254811791530282,0.35733822887695993,1008.2031795031999,970.2010541013036,18435.166015625,21202.064453125,42444.39171546942,4,332.0631453694731,0.010406744356100926,0.026741089694271615,True,True,True,8.185029029846191,-151632.515625
C1M,2Q6L85NUTV,0.3,0002_CHICHI_TCU051_E,Success,0.009746658699510748,0.35733822887695993,1559.9383133942972,1183.9151974701933,28050.84765625,26996.609375,42444.39171546942,4,332.0631453694731,0.07561678529501786,0.2021384209544103,True,True,True,12.631040573120117,-554776.3125
C1M,2Q6L85NUTV,0.3,0003_0331Hualian_TCU095_E,Success,0.005202997361593338,0.35733822887695993,1049.1640126418315,977.7572284009773,21216.732421875,17945.958984375,42444.39171546942,4,332.0631453694731,0.014946893603495747,0.023451630907612264,True,True,True,4.307549953460693,-114726.6953125
C1M,2Q6L85NUTV,0.3,0004_0206Meinong_CHY096_E,Success,0.007006466883761065,0.3574769622342089,1110.392707318472,1484.2541485980607,20523.556640625,27238.376953125,42444.39171546942,4,332.0631453694731,0.004340955445434392,0.007833984830012988,True,True,True,0.0005155777325853705,-245409.171875
C1M,2Q6L85NUTV,0.3,0005_0206Meinong_CHY056_E,Success,0.005280757930721778,0.35746135249422445,789.6181245441054,1298.7090352370344,22997.8359375,22880.87890625,42444.39171546942,4,332.0631453694731,0.026162637582590634,0.01877502271938044,True,True,True,0.1492479145526886,-132539.546875
C1M,2Q6L85NUTV,0.3,0006_0206Meinong_CHY053_E,Success,0.007352659388291128,0.35734015544438674,1233.6164792539405,1153.3293217412595,23024.150390625,22775.986328125,42444.39171546942,4,332.0631453694731,0.016364992560218828,0.0006873212735820674,True,True,True,0.009500565007328987,-230261.0625
C1M,2Q6L85NUTV,0.3,0007_0206Meinong_CHY067_E,Success,0.003665279400428612,0.3575684642277984,790.9864954228215,848.3827744599506,15126.7373046875,15794.7587890625,42444.39171546942,4,332.0631453694731,0.014029866049296113,0.0054079405417766435,True,True,True,0.2714458703994751,-71144.7734375
C1M,2Q6L85NUTV,0.3,0008_CHICHI_CHY046-E,Success,0.006323737980909101,0.3575684642277984,1449.2602815683322,1084.7732599738424,25075.546875,19589.826171875,42444.39171546942,4,332.0631453694731,0.03935261766127389,0.044514253178650036,True,True,True,1.2567858695983887,-272898.875
C1M,2Q6L85NUTV,0.3,0009_CHICHI_TCU029-E,Success,0.004367903497433077,0.35734015544438674,1135.834401519174,822.5368559582232,21509.306640625,17318.990234375,42444.39171546942,4,332.0631453694731,0.009191925193866168,0.0032686896650995045,True,True,True,0.25308504700660706,-100256.8203125
C1M,2Q6L85NUTV,0.4,0001_CHICHI_TCU049_E,Success,0.005546356710873649,0.3572754992661851,1150.7442208906948,1268.9433731736956,23761.580078125,27363.671875,42444.39171546942,4,332.0631453694731,0.0583011691681863,0.028763833507192024,True,True,True,8.480568885803223,-226498.703125
C1M,2Q6L85NUTV,0.4,0002_CHICHI_TCU051_E,Success,0.01473352842541859,0.3572754992661851,2163.545083133053,1750.615151803067,41997.546875,33553.5,42444.39171546942,4,332.0631453694731,0.31198265890641524,0.060052605902985376,True,True,True,210.81143188476562,-1150919.125
C1M,2Q6L85NUTV,0.4,0003_0331Hualian_TCU095_E,Success,0.007369045196667404,0.3572754992661851,1279.9154626964971,1017.5745357066374,25840.130859375,22950.01953125,42444.39171546942,4,332.0631453694731,0.016520875623472826,0.03497368283770894,True,True,True,0.4793947637081146,-224742.765625
C1M,2Q6L85NUTV,0.4,0004_0206Meinong_CHY096_E,Success,0.008032376017208305,0.35766775938154594,1326.750861050517,1521.1848965533134,25270.634765625,30249.181640625,42444.39171546942,4,332.0631453694731,0.0038868078250373426,0.0026304578786252256,True,True,True,0.006707242224365473,-358597.8125
C1M,2Q6L85NUTV,0.4,0005_0206Meinong_CHY056_E,Success,0.007106247207738086,0.357583779765637,1166.5181127322842,1437.1594817986145,30727.498046875,22049.5703125,42444.39171546942,4,332.0631453694731,0.06800792573087792,0.015910872866027114,True,True,True,1.8241411447525024,-140122.53125
C1M,2Q6L85NUTV,0.4,0006_0206Meinong_CHY053_E,Success,0.008099652915539898,0.3574981435589849,1106.7572493301325,1372.1028823941838,23008.01953125,27987.79296875,42444.39171546942,4,332.0631453694731,0.024014312451476953,0.012060349877978502,True,True,True,0.010944552719593048,-257339.984375
C1M,2Q6L85NUTV,0.4,0007_0206Meinong_CHY067_E,Success,0.0050343419551219645,0.35734015544438674,1178.8550576562525,982.0616544274877,22390.384765625,19391.955078125,42444.39171546942,4,332.0631453694731,0.024129915404697635,0.006044316541155999,True,True,True,0.15967237949371338,-144160.453125
C1M,2Q6L85NUTV,0.4,0008_CHICHI_CHY046-E,Success,0.009764767860511607,0.35734015544438674,1627.0624101922454,1293.7441426510884,34290.9921875,24633.935546875,42444.39171546942,4,332.0631453694731,0.04371349969808276,0.003320288218464487,True,True,True,35.35448455810547,-485971.78125
C1M,2Q6L85NUTV,0.4,0009_CHICHI_TCU029-E,Success,0.011866698197224848,0.3574981435589849,2012.6236621248393,1445.0304544127416,39839.79296875,26227.6328125,42444.39171546942,4,332.0631453694731,0.005037477107737889,0.018639662592322245,True,True,True,5.748106479644775,-851637.75
C1M,2Q6L85NUTV,0.5,0001_CHICHI_TCU049_E,Success,0.008608167486899031,0.3575238537002608,1495.330436054389,1433.6274914380704,31599.181640625,31689.494140625,42444.39171546942,4,332.0631453694731,0.006771465907928495,0.06029421007159979,True,True,True,46.816650390625,-593171.9375
C1M,2Q6L85NUTV,0.5,0002_CHICHI_TCU051_E,Success,0.01631472785390792,0.3575238537002608,2637.5535716802124,2295.8788700729997,48131.66796875,42229.23828125,42444.39171546942,4,332.0631453694731,0.10799282171756912,0.2625775427737556,True,True,True,75.4544677734375,-1902120.25
C1M,2Q6L85NUTV,0.5,0003_0331Hualian_TCU095_E,Success,0.010274183075342821,0.3575238537002608,1699.3132753166044,1488.4601704114993,35009.09375,30126.5859375,42444.39171546942,4,332.0631453694731,0.20063642498380224,0.09022595506965497,True,True,True,2.412965774536133,-511087.125
